poisons path,model,target class,base class,num poisons,max perturbation norm,epoch,loss,training_acc,natural_acc,poison_acc
poison_setups/,pretrained_models/ResNet18_CIFAR100.pth,4,7,25,0.0,39,0.6499185979366302,76.92,69.89,False
